UUID,Company
28CmsexHBph0fJNogwd2yg,junipernetworks
40RCc8WiWjBauhEbtZcyFw,nokia
e5EfJRw9CwxiyDfDD4IAvQ,mavenir
fzSMhi1PwQ6uKTajhGFeXQ,infinera
vDsievHgyAxcnOql8wycJw,oracle
xOd3_ppJqtGiBCWXHfsQ_Q,nokia
2OTCGxJqgBXMQ7e0nQyVlg,mavenir
(null),sas
7o-C9MFtsB6W9SqS-qOT5Q,nxp
qUsMKv1Fsuoz7vFbSnE9aw,arris
FUro8bIlpVL8MABiTEOoMQ,nokia
TiWLOwb9UC4XJWve2HNQWQ,arm
ih_HtFCvZAOAPpC3d85k_w,arris
vKFBQdnPeqlXRxX_MC8WLQ,nokia
Uc5EecRkG8EvTgy-CBrLMw,ibm
-3KPrX6i3e4GYEEbpr5MLg,nokia
JFXahiStqrPiGDVecljJLg,arm
55wjYLvtaDl0G0O2WTzxzA,arm
36zn_Jd6tZE71NYBApBlhw,vlocity
Vh41nzp8Lwayw9EaSJvM_w,siliconlabs
dR-_Kv6oYugMoTQ-w_Mdew,oracle
jAeh-TRM5wXRWDtukWv3Uw,ncr
21dKeOGJ-Wc3aMApz04jHQ,sandvine
UKeJgG-18KyVUYlOiayWoA,vmware
ocbTbBvY724YPBMNvMVoMg,nokia
X4J683uAIq2XQOwqhWx5wQ,oracle
0MJqUtb_riIIik5PxLnQXA,arm
1okd5TxP3RlcPTM8iQ20Ig,nokia
J4v29bSlQU7kYIsest1PoA,arm
jWt6pFrE3IuCIeILIhXfHg,nokia
#NAME?,arm
HwzHqfJ6lVgRxalE3J7niw,nxp
XzvivoBI0LXahItvhX7OTw,nokia
SIWm9yEBJf19DJiBU-c--A,symantec
u2Dyx7OE_YBLEj1zOt-mcQ,arm
fAOrNJkx9zrufEElFhmtAg,verimatrix
_nSI9l0m7nfgsivmWoLUpg,arm
xO193djMq2MGU-k9_l6pVw,cadence
cZNzWFRW6DQAHYaB-STyaA,nokia
WI6n7jB9P9hDcXhY17O9tQ,redhat
149Wd77DWwQQcdPyHs5SvA,junipernetworks
(null),vmware
RbPigGjPuYvX-9NwzpriBA,oracle
p4ERriYu0KLd_ysh2yptZw,siliconlabs
_083nWcQvQLR4jzTY91nHg,siliconlabs
AAPgh2CP7eu5zGscRWezqw,nokia
QFCXjrs8MvKL0kMkt-yCwA,salesforce
7P6Xa-p52md_0zV0ZTWs6Q,micron
mXy_3t6eqvR1JV9EyscC5g,arm
LnZepkoZmWH0c8mM_l_5bQ,nokia
aYHVgsEpnvEr34v8i7SuwQ,vocera
tKcOBmmYD8peJjQ-AeB73A,ibm
tZpAeTf3SvshQciWJqTw1A,siliconlabs
_lCEm-7ODa2TJ7Z9VT6F4A,ibm
q2u3lF87qtTtswBPMG5cBA,changehealthcare
-6VIwFcFEt2v-o93HS7YQA,philips
W3iR-e8XIucgadyATSqW9Q,cognizant
tmZOvKNofgVr6pOY3DaWqw,ibm
g9hATDfVFkTq_uLGXcZ-NQ,ibm
4bPlh_anKeVsj_W9-IQi3g,leonardodrs
4Sf7k2qWB8RTySErQHf3yg,arris
kjfBVHzhBdhGCyK3sK94TA,changehealthcare
2P5b3oeSoykQIP8mr5v_ug,changehealthcare
lJZ1SO-Wg3Mz0KZHZWsu6w,ibm
IZO1Jz7vpo6cfHAuY3l9mQ,changehealthcare
VkxwKKTVHTbGIHcT0TJbpA,changehealthcare
jzzxq23u8DhmrGMsj8pf9Q,changehealthcare
ClJCFQm-K7RPQojTqxwrXA,changehealthcare
QvIkCVrSwD8jb9mtxqdBwg,wolterskluwer
D-b3jfCPmXN24xN0Jy_gnQ,keysight
RC6VIG_8LLQTExBAx3cJiw,nokia
I5jSj8XFmz-n9NRZR5VZPg,arm
G7XTHkfjixYqZZHlXmoSBQ,ibm
88zYH-RKDf4co87j7s0lvA,ibm
KWWWKTdiEMElLhn8U97shA,veeam
6i9BnGJ3psyOTD-6-XYipw,ibm
y0TyIX-cNwdLQy7v305FPg,ibmwatsonhealth
RyKyt5ZLu-XvFpmo_Zjm0Q,vmware
q5UF1TDk9OOjd1sQ-PqPYg,etd
L5rkzzIgnVfEf_Sxv8BVVA,nokia
CgpQz9KnbfOmH8zCrHWWkA,sandvine
vX04DAZrPv_cFINyqG0WbQ,arm
ItP-MkqHhlcl2M1L9IynPA,aviatnetworks
0WfTRjBIYLm8AJsxmsWnJA,wipro
cdQNPCNVkH-FaBsqWzuD4w,junipernetworks
6ocQg6PbSmHX8VL9G3LUNQ,tableau
7e1qrNxF6mbmPOxDz8bEzw,f5
WKSa-po-aYuTozvY3zkoUA,nokia
vseg11agcXJ9yLImvpSH6A,keysight
IPi6RuFDK1CQ_BogfQ5pQw,vmware
9GxEGEA2uOiXIufsnY4jXw,arm
lNbEqQh6iYQLuAExscx7PA,ciena
Codz78fwaxsnNRNm4NVjZA,arm
_hWLtR0gWPZXLJT_Pw6RMg,citrix
cs4lkdZSNqV-rjEC2mJjDQ,oracle
opEcdTbpTz9RI8s4Kg51fA,nokia
titFzo4jZPDkuh2ee7QviQ,oracle
CUfJBE5lls3q23QHbxjQuA,vmware
CJLgbql9oMMKwaFDMzwPCA,citrix
BPDM4RSPAOJ2h9QqSeX3Kg,arm
5ZpvO4xeYH-msUlMTg_vog,cadence
5cXBhKhwmyvanmzF5vnruw,cadence
sdZz_NSFwahWcU6r2lRcqQ,charlesriver
LnWBZEGB2cxn4aousFg9EQ,junipernetworks
8-8TZta-MXnC9Zohb67k0g,sandvine
iC00q60FmpVpJWdLlUE3kA,nokia
HDSN_EvBChTdVK5rPIll4w,arm
E24sFRd-IHjue8LBN9Yc8A,nokia
